neighborhood,sqft_living,sqft_lot,bedrooms,bathrooms,floors,has_basement,basement_sqft,garage_cars,has_pool,year_built,house_age_years,renovated,condition_score,quality_grade,school_rating,crime_rate_per_1000,dist_city_center_km,dist_school_km,dist_hospital_km,property_tax_rate_pct,hoa_monthly_usd,market_trend,price_usd
Industrial,1691,2017,3,2,2.0,1,1086,1,0,1972,52,1,10,2,2.2,6.48,16.76,7.4,14.03,0.993,106,Stable,445300
Rural,1416,7218,3,2,1.0,0,0,2,0,1959,65,1,7,2,1.7,5.22,46.83,15.0,30.0,1.013,0,Rising,419600
Suburbs,682,2073,1,1,1.0,0,0,2,0,2022,2,0,9,4,4.9,2.33,18.61,7.98,13.24,1.39,0,Rising,391500
Rural,2520,5359,6,4,2.0,1,679,0,0,1981,43,0,8,2,2.5,5.99,51.2,15.0,30.0,0.823,106,Declining,497700
Suburbs,4091,8680,6,3,2.0,0,0,2,0,2000,24,0,8,4,5.4,5.0,16.78,8.27,11.04,1.134,106,Rising,985400
Waterfront,3744,7860,7,4,1.5,0,0,2,0,1990,34,0,6,5,5.5,2.32,4.48,3.53,2.93,1.248,379,Rising,901700
Downtown,2693,4259,6,3,1.0,1,931,2,0,2014,10,0,9,5,5.9,3.88,1.17,1.45,4.43,1.214,350,Declining,737500
Waterfront,775,1994,1,1,1.0,0,0,0,0,2014,10,0,8,5,6.1,2.59,3.96,2.15,2.74,1.106,582,Rising,385200
Suburbs,3304,9957,5,3,1.0,1,838,2,0,1989,35,0,8,3,3.5,5.57,13.93,7.12,13.08,0.965,0,Rising,846200
Industrial,969,7974,3,2,1.0,0,0,3,0,1967,57,0,6,1,2.1,6.48,23.4,9.38,15.52,0.821,0,Rising,338700
Suburbs,2418,9289,4,3,1.0,0,0,3,0,1985,39,0,6,3,4.9,1.92,6.03,4.26,7.59,1.236,0,Declining,632900
Rural,2701,9584,5,3,2.0,1,1052,1,0,1980,44,0,6,3,3.7,4.35,48.0,15.0,29.1,1.023,0,Rising,689100
Industrial,4090,8369,7,5,2.0,1,834,1,0,2003,21,0,8,3,2.3,6.49,21.81,9.81,15.77,0.799,106,Stable,803900
Downtown,2379,7093,5,3,1.5,1,972,2,1,2012,12,0,9,4,6.3,1.86,2.84,1.69,3.45,1.368,305,Stable,739200
Industrial,1964,6703,2,1,1.0,0,0,2,0,1950,74,0,5,1,2.7,6.37,23.98,9.66,14.54,1.171,0,Rising,402300
Rural,3942,4826,7,5,1.0,0,0,2,0,2001,23,1,10,1,3.4,7.62,38.89,15.0,26.61,1.055,106,Rising,753700
Downtown,4276,8105,8,5,2.0,1,714,3,0,2006,18,1,10,4,6.1,1.12,2.21,2.41,6.04,1.268,415,Rising,1000700
Suburbs,3026,6113,5,2,3.0,0,0,2,1,1958,66,0,6,4,4.5,5.98,17.44,7.65,10.52,1.159,0,Declining,708900
Rural,672,7251,1,1,2.0,0,0,0,0,2023,1,0,9,3,2.3,5.28,29.12,11.69,18.82,0.962,106,Stable,305400
Downtown,3562,5224,6,3,2.0,1,957,3,0,2005,19,1,9,3,6.8,1.42,2.6,2.32,5.08,1.042,560,Declining,843100
Rural,1459,5745,2,1,2.5,0,0,0,0,1996,28,0,9,2,3.5,6.08,56.32,15.0,30.0,0.917,0,Rising,381700
Suburbs,4456,6917,6,4,1.5,0,0,3,0,1952,72,1,7,3,4.6,5.97,14.36,7.16,9.57,1.145,0,Rising,983600
Rural,4738,9118,7,5,1.0,0,0,2,0,1951,73,1,5,2,3.4,5.4,58.89,15.0,30.0,1.083,0,Stable,735500
Downtown,3024,6065,4,2,2.0,1,1365,3,1,2003,21,0,8,4,5.9,2.2,1.87,1.55,1.17,1.202,261,Stable,878500
Industrial,1664,3631,3,2,1.0,0,0,1,0,1986,38,0,7,2,1.7,6.44,12.98,5.41,8.86,0.966,0,Stable,388200
Industrial,2817,7197,4,3,2.0,0,0,0,0,2005,19,0,9,2,2.1,8.46,17.45,8.8,10.83,0.979,106,Stable,516200
Industrial,4617,10857,7,4,2.0,1,309,2,0,1980,44,1,9,1,3.3,6.55,23.29,9.98,15.77,0.986,0,Declining,711400
Rural,2859,6619,4,2,2.0,0,0,2,0,1961,63,0,4,2,3.0,6.79,52.71,15.0,30.0,0.966,0,Rising,497100
Downtown,4351,6663,7,5,1.0,1,438,1,1,2007,17,1,10,5,5.9,3.06,1.03,0.58,3.02,1.266,243,Stable,985000
Waterfront,2686,8651,5,2,2.0,0,0,3,0,2016,8,0,10,5,6.9,2.37,7.63,3.31,5.29,1.139,425,Stable,693300
Downtown,968,5926,2,2,2.0,0,0,2,1,1975,49,0,7,5,5.7,2.32,1.99,2.15,3.51,1.256,311,Stable,484700
Downtown,3404,4230,6,4,2.5,0,0,2,0,1961,63,0,6,4,5.0,5.28,0.58,1.92,0.5,1.073,489,Stable,713100
Suburbs,750,5109,2,1,2.0,0,0,1,0,1965,59,0,6,3,4.7,7.52,15.92,6.77,10.75,1.031,0,Declining,301400
Suburbs,1734,5348,3,2,3.0,1,563,2,0,2002,22,1,8,4,4.3,3.11,19.86,8.78,13.76,1.078,0,Stable,543400
Waterfront,3384,10666,5,4,1.0,0,0,2,0,2021,3,0,8,6,5.0,1.21,3.94,2.81,2.96,1.269,598,Rising,906200
Rural,4764,9978,8,6,1.5,1,1219,2,0,1998,26,0,10,2,3.6,6.3,52.58,15.0,30.0,1.049,0,Rising,1031100
Suburbs,2946,4521,4,2,1.0,0,0,3,0,1998,26,0,8,5,4.5,1.44,13.02,6.46,8.82,1.065,0,Declining,583000
Suburbs,2850,4231,4,3,1.0,1,790,1,0,1956,68,1,7,2,2.6,4.22,15.12,6.24,12.85,1.008,0,Stable,643300
Industrial,660,6568,1,1,3.0,0,0,1,0,1964,60,1,9,2,2.5,9.49,15.4,7.25,11.61,1.096,106,Rising,286700
Suburbs,3610,4300,5,3,3.0,0,0,0,0,1985,39,1,9,4,4.9,3.45,5.13,3.82,5.48,1.157,0,Stable,762300
Suburbs,4501,8430,8,5,1.0,0,0,2,0,2021,3,0,10,4,6.0,5.46,6.54,4.35,7.15,1.136,0,Rising,1001300
Suburbs,1937,8111,3,2,1.0,1,572,2,0,2023,1,0,9,4,4.7,5.93,13.96,6.75,8.6,1.186,0,Rising,649200
Waterfront,1784,5518,4,2,1.0,1,1237,1,1,1964,60,1,7,5,6.7,1.47,11.91,6.76,7.54,1.155,538,Stable,668700
Rural,2151,5647,4,3,2.5,0,0,1,0,2011,13,0,9,3,3.5,6.46,32.84,13.35,21.34,1.132,0,Rising,576400
Suburbs,2229,4369,3,1,1.0,1,1409,0,0,1967,57,0,5,3,4.3,4.59,12.34,5.89,9.49,1.208,0,Rising,603300
Downtown,1927,6535,3,2,1.0,0,0,1,0,1995,29,0,8,4,5.9,3.79,1.79,2.27,3.22,1.197,488,Stable,543100
Rural,2126,9084,2,2,1.0,0,0,2,0,2010,14,0,9,1,2.9,7.21,32.33,13.21,22.78,1.019,106,Stable,503600
Rural,2273,7487,4,1,1.5,1,674,1,0,1992,32,0,9,3,2.5,7.6,40.35,15.0,24.21,1.001,0,Stable,519200
Suburbs,1961,4043,3,2,3.0,1,866,1,1,1993,31,0,8,4,4.3,3.23,18.91,8.27,16.14,1.283,0,Rising,676700
Industrial,2173,7281,3,3,1.0,1,1167,3,0,2015,9,0,10,3,1.9,7.29,11.91,5.46,8.02,1.018,106,Rising,619000
Suburbs,3286,6473,7,4,1.5,0,0,2,0,2004,20,0,10,3,4.7,5.95,16.67,7.09,11.25,1.204,0,Rising,713100
Suburbs,4970,10755,8,5,1.0,0,0,2,0,1988,36,0,7,2,4.7,6.08,13.67,6.04,12.73,1.157,106,Rising,1175400
Industrial,2966,6325,6,4,2.0,1,606,0,0,1954,70,1,9,2,1.9,7.35,10.55,5.38,6.36,0.975,0,Declining,546800
Suburbs,4357,9979,8,4,2.0,0,0,2,0,2006,18,0,8,3,4.5,3.53,16.69,7.53,14.97,1.338,0,Stable,814600
Rural,3034,8009,4,3,1.0,0,0,2,1,1964,60,0,5,3,1.7,7.49,45.93,15.0,27.74,0.989,0,Rising,642700
Suburbs,2593,7323,4,3,1.0,0,0,1,0,1965,59,0,6,2,4.0,4.81,12.97,6.81,8.38,1.172,0,Rising,576900
Suburbs,1469,2350,2,1,2.5,0,0,1,1,2006,18,0,10,4,4.5,4.78,9.79,4.04,7.07,1.356,0,Declining,432000
Industrial,1614,7068,1,1,1.0,0,0,3,0,1974,50,0,7,2,3.5,8.01,16.48,8.26,12.08,1.108,0,Stable,392300
Suburbs,2511,3784,4,2,2.0,0,0,3,0,1971,53,0,7,2,5.1,3.03,6.58,3.18,6.54,1.188,0,Stable,584600
Industrial,1202,6953,2,2,1.5,0,0,0,0,1980,44,0,7,2,1.6,8.1,16.58,7.62,10.47,0.824,0,Stable,297000
Suburbs,4421,7008,7,4,1.0,1,741,1,0,1983,41,1,8,4,5.8,4.35,14.22,6.45,8.9,1.367,106,Rising,1099800
Suburbs,1290,3884,4,2,2.0,0,0,3,1,1965,59,0,8,4,4.7,5.54,6.59,3.78,4.11,1.126,106,Declining,444100
Downtown,1093,3986,2,1,2.5,0,0,0,0,2019,5,0,10,5,4.9,2.94,1.25,2.09,2.03,1.233,298,Rising,468500
Rural,1089,2659,2,1,2.0,0,0,2,1,2008,16,0,8,1,2.9,6.95,54.01,15.0,30.0,1.128,0,Stable,313200
Suburbs,3156,8100,5,2,1.0,1,1202,3,0,1964,60,0,8,3,5.4,4.72,18.56,8.04,13.09,1.129,0,Rising,777600
Industrial,894,5434,2,1,2.0,0,0,3,0,1962,62,1,6,2,1.5,6.43,17.45,8.09,14.29,0.996,106,Rising,320900
Suburbs,4627,6983,7,4,2.0,0,0,2,1,1973,51,0,4,3,3.9,3.08,19.78,8.84,12.82,1.156,0,Declining,762200
Industrial,3443,6223,7,5,2.0,0,0,1,0,1962,62,1,8,2,3.6,8.05,14.61,7.84,9.09,0.939,106,Stable,672800
Suburbs,3512,10969,6,3,2.0,1,1483,1,1,2014,10,0,7,4,4.9,3.14,15.56,7.84,12.11,1.185,0,Rising,957200
Industrial,2317,6908,4,3,1.0,1,472,3,0,1985,39,0,8,1,2.0,6.68,8.78,4.31,9.38,0.912,0,Stable,524400
Waterfront,3196,5555,6,4,2.0,1,884,3,1,1998,26,0,9,4,5.9,2.06,10.37,5.1,10.71,1.136,209,Rising,933500
Waterfront,2473,8381,3,1,2.0,0,0,2,0,1997,27,1,10,4,6.2,2.94,5.43,2.66,5.99,1.304,556,Declining,690200
Waterfront,3858,7306,7,4,1.0,0,0,2,0,1992,32,1,10,4,5.9,3.31,4.32,3.24,4.06,1.375,105,Stable,926300
Waterfront,3417,10103,7,5,2.0,0,0,2,0,1955,69,0,6,4,6.9,0.63,13.32,7.02,8.54,1.176,139,Rising,822700
Rural,1044,4975,2,1,1.0,0,0,2,0,2017,7,0,10,4,3.1,5.38,43.31,15.0,29.33,0.972,106,Rising,341800
Downtown,4241,10685,8,6,1.0,1,1095,2,0,1963,61,0,6,5,6.1,1.99,2.55,2.15,2.93,1.225,537,Rising,1141400
Downtown,1341,5370,3,1,3.0,0,0,2,0,1979,45,1,9,6,5.7,2.64,2.44,2.32,5.68,1.226,304,Stable,521400
Industrial,2641,9613,5,3,1.0,0,0,2,0,1957,67,0,5,2,2.3,4.69,22.56,9.92,16.56,0.778,106,Rising,588200
Rural,1279,3106,3,2,1.0,0,0,1,0,2003,21,0,10,3,3.6,7.61,36.59,15.0,26.25,0.983,0,Rising,384900
Waterfront,3067,6739,6,4,2.0,1,738,2,0,2015,9,0,9,4,6.6,2.57,13.44,6.07,10.9,1.43,406,Declining,666600
Suburbs,4297,4524,7,4,3.0,0,0,2,0,1953,71,1,6,4,3.5,4.01,16.03,7.89,13.48,1.29,0,Rising,873300
Downtown,1958,9238,4,3,3.0,1,658,1,0,2023,1,0,9,5,5.7,3.82,1.66,0.71,2.47,1.395,257,Rising,779000
Downtown,662,2847,2,1,2.0,0,0,2,0,2009,15,0,8,4,7.1,3.54,2.62,1.1,4.09,1.287,515,Rising,439600
Rural,3159,9015,4,2,1.0,1,1357,2,0,2002,22,1,10,3,2.7,6.86,51.24,15.0,30.0,0.972,0,Rising,729600
Suburbs,4369,8722,6,4,3.0,1,1411,3,0,2023,1,0,10,3,5.0,4.15,10.06,5.89,9.08,1.176,0,Stable,1054800
Suburbs,4951,6672,8,5,2.0,1,957,1,0,1964,60,0,4,3,5.5,4.29,10.83,5.6,9.17,1.21,0,Stable,1029100
Suburbs,734,1230,1,1,1.5,0,0,2,1,1950,74,0,4,5,3.9,5.18,16.3,7.97,13.56,1.117,0,Rising,330000
Downtown,4244,6625,7,4,2.5,1,1044,1,0,1971,53,0,4,5,5.4,3.56,1.07,2.08,4.29,1.053,499,Rising,1122000
Rural,2735,6337,5,3,1.5,0,0,3,0,1964,60,0,6,1,1.9,8.32,51.52,15.0,30.0,1.116,0,Rising,466700
Suburbs,3878,6374,6,3,1.0,0,0,0,0,2023,1,0,10,4,4.7,4.33,7.78,3.33,4.95,1.105,0,Rising,760600
Waterfront,1422,8786,2,1,2.5,0,0,2,0,1971,53,1,7,4,6.3,3.28,7.94,5.04,9.28,1.313,538,Rising,576200
Suburbs,3674,6471,5,3,2.0,0,0,2,1,1999,25,1,9,3,5.1,4.02,11.74,6.57,7.13,0.992,0,Rising,858300
Suburbs,3581,4682,7,5,1.0,0,0,2,1,1997,27,1,9,5,5.8,4.56,18.78,8.4,15.28,1.086,0,Rising,860600
Downtown,720,6980,1,1,1.0,0,0,3,0,2022,2,0,10,5,5.7,3.37,2.68,1.51,4.0,1.264,144,Stable,446100
Downtown,2237,3535,2,1,2.0,0,0,3,0,2000,24,0,9,5,4.9,2.38,1.21,2.27,4.82,1.288,535,Rising,633200
Suburbs,1524,3401,2,1,1.0,1,1151,1,0,1966,58,0,7,3,4.1,3.39,12.2,6.3,9.65,1.225,106,Stable,467700
Suburbs,1244,4325,3,2,1.0,0,0,0,0,2000,24,0,9,3,4.1,4.94,14.38,5.77,11.86,1.143,0,Rising,413500
Rural,2632,8119,4,2,2.0,1,1499,1,1,1986,38,0,7,2,3.1,6.8,36.61,14.86,23.78,1.044,0,Stable,656700
Suburbs,3361,8427,5,3,3.0,1,1265,1,0,1998,26,0,8,4,6.3,5.93,17.79,9.08,14.39,1.189,0,Stable,817500
Rural,2668,8490,5,3,2.0,1,1213,3,0,2008,16,1,10,2,2.9,6.26,45.1,15.0,28.33,1.057,0,Stable,650600
Industrial,841,2419,2,1,2.0,0,0,3,0,1959,65,1,10,3,3.3,5.89,9.74,4.46,9.44,1.032,0,Rising,350600
Waterfront,3268,4716,6,4,2.0,1,355,0,0,1979,45,1,9,5,5.9,2.51,14.86,7.04,9.88,1.135,134,Rising,910100
Downtown,1402,5337,2,2,2.0,0,0,2,0,1970,54,0,7,5,4.9,3.84,1.46,0.95,4.49,1.411,291,Stable,484200
Suburbs,4764,10614,8,5,1.0,1,1358,2,1,1983,41,1,8,3,4.1,1.62,6.14,2.92,5.15,1.132,106,Rising,1046300
Downtown,795,5236,1,1,2.5,0,0,0,0,2022,2,0,9,4,5.2,2.91,2.75,1.81,3.04,1.216,443,Rising,422300
Suburbs,2787,9066,4,3,1.5,1,929,2,1,1999,25,0,8,4,4.6,4.97,9.35,4.28,9.67,1.121,0,Declining,687300
Industrial,4115,5579,6,4,1.0,1,1093,1,0,1996,28,0,8,1,2.6,7.37,18.99,9.2,15.46,0.998,0,Stable,774800
Downtown,2930,5037,6,4,1.0,0,0,2,0,1955,69,0,5,5,5.2,2.49,2.0,1.8,4.66,1.081,415,Stable,734000
Suburbs,2959,10195,6,3,2.0,1,1355,2,0,1999,25,1,9,4,5.2,2.72,10.31,4.68,10.81,1.101,106,Rising,995900
Rural,4206,10893,7,5,1.0,0,0,2,0,2012,12,0,9,2,3.7,6.24,49.72,15.0,30.0,0.834,0,Rising,881400
Rural,876,6944,1,1,1.0,0,0,1,1,1961,63,0,8,3,2.8,4.78,48.26,15.0,30.0,0.978,0,Stable,274300
Rural,660,1918,2,1,2.0,0,0,2,0,1990,34,0,7,3,3.6,7.06,55.22,15.0,30.0,1.041,0,Stable,218100
Downtown,3990,6939,8,5,3.0,1,875,2,0,1980,44,1,9,5,4.3,2.99,1.7,2.12,2.55,1.282,147,Rising,878100
Suburbs,2513,4761,5,3,2.0,1,498,3,0,1951,73,0,5,4,3.0,5.96,7.4,3.19,6.08,1.144,0,Stable,597100
Suburbs,4527,10842,8,4,1.0,1,600,2,0,1965,59,1,9,4,5.2,1.82,19.16,8.62,14.98,1.179,0,Stable,924500
Downtown,3191,7639,6,4,1.0,1,1316,3,0,1950,74,1,8,5,5.4,2.51,2.68,2.76,2.96,1.056,269,Rising,781300
Suburbs,1166,3842,2,1,2.0,0,0,3,0,1953,71,1,8,4,6.2,5.05,17.91,7.9,12.18,1.166,106,Stable,505300
Downtown,4535,8751,8,5,1.0,1,749,2,0,1996,28,0,7,4,5.6,4.29,0.61,0.94,3.22,1.351,115,Rising,1035300
Downtown,2171,6974,4,3,2.0,1,619,2,0,2014,10,0,10,5,5.0,3.85,2.92,2.91,2.72,1.271,396,Stable,584600
Suburbs,1800,5197,3,2,1.0,1,455,3,0,2001,23,0,9,3,5.8,3.02,13.6,7.17,9.98,1.075,0,Rising,587600
Downtown,3454,8240,5,4,3.0,1,770,2,0,1996,28,1,10,4,6.1,2.34,0.82,2.09,0.78,1.242,142,Stable,1002500
Rural,3495,7248,6,3,2.0,1,719,3,0,1999,25,1,9,3,4.1,3.57,58.42,15.0,30.0,1.161,0,Rising,892300
Rural,1836,6476,3,1,1.0,1,1436,2,0,1994,30,0,7,1,2.6,6.3,59.85,15.0,30.0,1.082,0,Stable,445500
Waterfront,736,6967,1,1,2.5,0,0,2,0,1991,33,0,8,5,6.3,3.9,11.27,6.15,11.01,1.31,386,Stable,450300
Suburbs,1629,3590,2,1,1.0,1,1185,1,0,2005,19,0,9,3,4.1,4.18,5.68,3.1,6.06,1.071,0,Stable,564700
Suburbs,2756,3176,5,3,1.0,1,1229,1,0,2020,4,0,9,3,3.4,4.86,8.25,4.56,6.09,1.114,0,Declining,620400
Downtown,3194,9428,6,3,2.5,0,0,3,0,2006,18,0,9,5,6.2,3.58,1.78,0.96,2.04,1.218,587,Rising,917000
Rural,1261,7499,2,1,1.0,0,0,1,0,1982,42,1,9,2,2.7,5.87,54.18,15.0,30.0,1.206,106,Stable,351700
Rural,3072,8090,5,3,1.5,0,0,0,0,1977,47,1,9,2,2.3,3.33,41.77,15.0,29.89,0.934,0,Rising,590300
Downtown,3277,10669,6,4,1.0,1,1293,2,0,1993,31,0,7,4,4.7,4.53,2.11,1.41,2.18,1.251,108,Declining,879000
Industrial,2908,7731,5,3,1.0,1,871,2,0,2005,19,0,7,1,2.5,7.6,21.96,9.04,13.75,1.042,0,Stable,565300
Downtown,686,8235,1,1,1.0,0,0,1,0,1993,31,1,9,4,5.7,1.42,1.9,1.48,3.08,1.299,479,Stable,426700
Suburbs,3112,8930,6,4,2.0,1,904,1,1,2022,2,0,10,3,4.3,4.61,16.19,7.44,11.68,1.125,106,Rising,865800
Rural,3542,6630,6,4,2.0,0,0,2,0,1983,41,0,7,2,2.5,6.49,37.38,15.0,26.46,0.992,0,Rising,742400
Industrial,3373,5237,6,4,1.0,0,0,0,1,1963,61,0,6,3,2.9,8.66,14.48,6.4,11.03,1.168,0,Rising,690800
Rural,3104,10513,6,3,1.0,1,1184,2,0,2017,7,0,10,2,1.3,6.82,45.76,15.0,27.77,0.998,0,Stable,676800
Waterfront,3910,8096,7,4,3.0,0,0,1,0,1978,46,1,9,5,6.4,3.07,11.58,5.67,11.55,1.208,332,Rising,989400
Suburbs,2300,7076,4,3,3.0,1,681,3,0,1966,58,0,5,5,5.0,4.41,12.47,6.26,9.35,1.243,0,Rising,751800
Waterfront,4270,7447,6,4,2.0,0,0,2,0,1958,66,0,7,4,5.1,1.58,13.65,6.02,11.53,1.263,156,Stable,881400
Downtown,3300,5371,5,3,2.5,0,0,2,0,1976,48,1,7,4,4.3,3.72,2.57,2.66,4.88,1.095,274,Stable,715100
Industrial,4229,11444,8,5,2.0,1,502,1,0,1998,26,0,8,1,2.7,7.05,10.38,5.4,6.51,1.073,0,Rising,843400
Suburbs,2247,3909,2,1,1.0,1,357,2,1,1986,38,0,7,3,3.8,3.02,9.42,5.49,5.67,1.11,0,Declining,561100
Waterfront,3918,9639,6,4,1.0,0,0,2,0,1977,47,1,10,5,7.1,1.71,6.29,2.84,4.21,1.209,345,Rising,938500
Suburbs,4287,12200,7,4,1.0,0,0,1,1,1999,25,1,9,4,6.1,2.8,19.88,8.71,16.71,1.416,0,Rising,901000
Rural,1196,1740,1,1,2.5,0,0,2,0,2004,20,0,10,2,3.3,7.52,27.49,11.22,20.46,1.002,106,Stable,320800
Suburbs,1084,1328,2,2,2.0,0,0,2,0,1953,71,0,6,3,4.6,6.54,9.22,4.12,6.19,1.157,106,Stable,357600
Rural,1245,3513,3,2,2.0,0,0,2,0,1968,56,1,9,2,2.8,7.64,35.56,15.0,24.41,1.116,106,Declining,340200
Downtown,3689,9642,5,3,1.0,1,1164,1,0,1986,38,0,8,5,4.5,3.37,2.33,2.72,4.46,1.132,403,Stable,789300
Downtown,4984,12421,8,4,2.0,1,1459,1,0,1953,71,0,5,5,5.5,2.84,1.16,1.58,0.7,1.281,585,Declining,1033500
Suburbs,1320,7503,1,1,2.0,0,0,3,1,1986,38,0,7,4,4.3,3.82,18.43,8.03,13.2,1.242,0,Rising,563500
Suburbs,1098,8314,2,2,2.5,0,0,2,0,2000,24,0,7,3,4.2,2.98,18.25,8.79,14.51,1.283,106,Stable,413700
Industrial,2273,8664,4,2,1.0,1,405,2,0,1981,43,1,9,1,2.6,9.42,15.78,6.35,10.4,1.041,0,Declining,488700
Suburbs,3667,5381,6,4,2.0,1,1377,2,0,1994,30,0,8,4,4.8,2.93,15.05,6.76,13.28,1.04,0,Rising,776500
Industrial,714,3512,1,1,1.0,0,0,1,0,1961,63,1,7,3,2.9,6.06,18.94,8.78,14.67,1.019,106,Rising,286100
Suburbs,3579,10209,7,4,2.0,0,0,2,0,1990,34,0,8,3,4.4,3.93,15.12,7.21,9.11,1.015,0,Rising,896400
Suburbs,2336,3537,4,2,2.0,1,374,0,0,2005,19,0,8,3,5.1,4.03,18.7,8.7,15.49,1.273,0,Declining,519800
Waterfront,4211,5444,8,5,1.0,0,0,2,0,1963,61,1,9,4,6.0,3.22,12.44,5.4,7.56,1.357,305,Stable,814600
Rural,2853,9738,4,3,2.0,1,1337,2,0,2003,21,0,9,3,3.4,5.44,26.42,11.24,20.29,1.047,0,Stable,728700
Suburbs,2894,5134,5,3,1.0,1,1069,3,0,2012,12,0,10,5,4.6,1.78,18.82,9.39,12.96,1.168,0,Stable,736600
Rural,4230,11329,7,4,2.5,1,781,2,0,2014,10,0,10,3,4.2,5.97,43.0,15.0,29.29,1.024,0,Stable,694100
Rural,746,1219,1,1,1.0,0,0,1,0,2007,17,0,10,4,1.3,6.05,23.66,10.09,18.13,1.022,0,Stable,268400
Suburbs,4582,9833,8,5,2.0,1,538,2,0,1970,54,0,7,3,5.1,3.87,18.84,8.83,12.71,1.247,0,Declining,938800
Industrial,4053,6900,7,4,3.0,0,0,0,0,1953,71,0,5,1,2.9,6.77,11.08,4.91,8.43,0.944,0,Stable,751800
Industrial,3010,4989,7,5,1.0,0,0,1,1,2022,2,0,9,3,1.4,6.66,13.63,6.19,10.73,1.194,0,Stable,563600
Rural,736,5412,1,1,2.0,0,0,0,1,1995,29,0,8,2,4.3,4.66,55.06,15.0,30.0,1.042,0,Rising,249400
Suburbs,3960,9608,4,2,2.0,1,691,2,0,1961,63,1,7,3,4.7,5.92,16.66,7.67,11.46,1.274,0,Rising,878000
Rural,3605,4283,6,4,1.0,1,1340,0,1,1979,45,0,7,3,2.9,7.94,56.09,15.0,30.0,0.86,0,Declining,657900
Downtown,4152,10510,8,4,2.0,1,1264,2,0,2009,15,0,9,4,5.9,4.59,2.86,2.4,5.4,1.167,299,Rising,1007600
Downtown,618,1333,1,1,2.0,0,0,3,0,2020,4,0,10,4,6.3,1.49,1.66,1.92,2.37,1.317,552,Rising,401200
Suburbs,2842,7328,4,2,3.0,0,0,2,0,2014,10,0,9,4,4.8,4.65,19.04,7.68,14.63,1.182,0,Stable,711600
Suburbs,1048,2439,1,1,2.5,0,0,0,1,1963,61,0,5,3,4.7,3.66,6.22,3.99,5.91,1.153,0,Stable,360200
Industrial,2548,10436,3,1,2.0,0,0,1,0,1993,31,0,9,2,2.9,6.51,13.46,7.34,12.38,1.081,0,Rising,612000
Rural,1545,4413,2,1,2.0,1,1146,2,1,1975,49,1,8,2,3.7,5.14,42.7,15.0,27.26,1.237,106,Stable,468000
Rural,4836,10292,8,5,2.5,1,469,3,1,1965,59,0,6,2,3.2,9.33,32.3,13.24,20.32,0.909,0,Stable,893600
Suburbs,2520,9017,5,3,2.0,1,1064,0,0,1956,68,0,6,4,3.6,3.87,10.27,6.06,6.39,1.25,106,Declining,606900
Suburbs,3577,5188,4,2,1.0,1,798,2,0,1981,43,0,7,4,4.0,3.06,7.49,3.58,9.42,1.106,106,Stable,743400
Suburbs,4788,8268,8,4,1.5,0,0,2,0,1965,59,1,5,3,5.4,4.33,18.26,8.12,12.75,1.235,0,Rising,951600
Industrial,4615,5086,8,5,2.5,0,0,2,0,2011,13,0,10,2,2.1,8.0,8.13,3.41,5.98,0.93,0,Rising,817500
Downtown,838,1180,2,1,2.0,0,0,3,0,1979,45,0,7,5,5.2,2.75,0.94,0.6,3.02,1.278,191,Rising,462500
Industrial,804,8782,3,1,2.0,0,0,2,0,2020,4,0,10,2,2.6,7.38,17.33,7.37,11.86,1.037,106,Rising,395600
Rural,3207,9415,4,2,1.0,1,664,3,0,1961,63,0,6,2,3.2,7.45,39.08,15.0,24.61,0.955,0,Rising,658300
Suburbs,4940,10328,6,3,3.0,1,435,2,0,2016,8,0,10,3,4.5,3.02,17.49,8.11,13.58,1.102,106,Declining,1045100
Rural,3988,10578,8,4,1.5,1,1400,2,0,1995,29,0,8,1,3.5,6.46,28.01,12.42,17.18,1.006,0,Declining,792200
Suburbs,3572,7104,7,5,2.0,0,0,2,0,1992,32,0,8,2,3.8,3.4,15.72,7.46,11.98,0.987,0,Stable,768900
Industrial,4990,5977,8,5,1.0,0,0,1,0,2004,20,0,9,2,1.1,6.15,16.38,7.54,11.77,1.02,106,Rising,931600
Industrial,3287,9709,6,5,1.0,1,702,2,0,1994,30,1,8,2,3.4,9.19,15.5,7.8,11.96,1.122,106,Rising,821700
Suburbs,4766,6647,8,5,2.0,0,0,1,0,2009,15,0,9,4,3.9,4.06,17.87,9.02,12.32,1.024,0,Rising,953800
Suburbs,1948,2770,3,2,3.0,1,798,1,1,2020,4,0,10,4,3.6,2.89,12.06,5.36,10.09,1.216,0,Declining,578000
Rural,1416,5457,2,1,1.0,0,0,2,0,1981,43,0,7,3,2.8,6.12,28.76,11.76,17.67,1.059,0,Stable,381800
Industrial,1420,5296,3,2,1.0,0,0,2,0,1957,67,0,5,2,2.3,5.63,9.53,4.66,7.6,0.906,0,Stable,334100
Suburbs,792,3564,3,3,1.5,0,0,3,1,2011,13,0,10,5,4.3,3.91,7.62,3.1,5.76,1.354,106,Stable,452300
Rural,2376,9491,5,3,1.0,1,1489,2,0,1969,55,0,8,2,2.8,5.44,47.53,15.0,30.0,1.14,106,Stable,552600
Rural,4245,9478,8,5,1.0,1,778,2,0,1967,57,0,5,2,2.0,6.86,32.88,13.63,21.72,1.149,0,Stable,756300
Rural,850,8838,1,1,2.0,0,0,1,0,1955,69,0,5,3,3.5,8.57,56.03,15.0,30.0,1.029,106,Rising,268200
